"Reference","Feed name","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"29627","Enset","90.79","5.52","87.16","","3.19","94.54","1.20","1.10","52.33","39.94","23.00","1.00","3.18","34.97","157.40","","","","","","Ethiopia"
"29629","Enset","91.10","5.13","87.70","","4.13","95.74","1.40","1.20","41.83","24.42","17.00","1.00","5.13","33.21","174.40","","","","","","Ethiopia"
"29630","Enset","90.77","14.00","83.10","","3.50","90.18","1.20","5.40","62.76","85.69","46.50","1.40","7.83","60.14","4.08","","","","","","Ethiopia"
"29631","Enset","91.12","10.53","84.88","","3.69","91.51","1.20","4.40","75.83","124.50","35.80","1.20","10.66","53.46","1.22","","","","","","Ethiopia"
"29632","Enset","91.24","11.41","79.42","","4.50","90.73","1.50","3.50","33.64","97.50","40.70","1.20","16.82","57.20","1.46","","","","","","Ethiopia"
"29633","Enset","91.24","30.26","67.43","","21.44","82.74","3.80","9.50","59.06","741.50","59.00","2.80","6.81","471.60","17.36","","","","","","Ethiopia"
"29634","Enset","91.01","38.62","69.03","","20.53","81.74","4.30","8.00","75.57","965.50","64.80","2.70","6.59","457.20","20.74","","","","","","Ethiopia"
"29635","Enset","91.31","25.37","66.68","","21.03","84.40","3.90","8.10","49.98","604.50","56.20","2.30","6.65","470.00","11.36","","","","","","Ethiopia"
"29636","Enset","90.54","40.14","63.20","","5.34","85.38","2.20","13.00","64.97","209.50","52.90","1.80","2.13","246.50","9.90","","","","","","Ethiopia"
"29637","Enset","91.18","42.00","63.62","","5.53","87.28","1.60","11.30","51.71","148.60","46.90","1.70","2.11","252.70","8.69","","","","","","Ethiopia"
"29638","Enset","90.59","40.63","56.38","","4.38","87.95","1.80","12.10","47.75","189.70","41.10","1.40","2.45","228.00","6.95","","","","","","Ethiopia"
"29640","Enset","93.59","6.07","52.42","","4.48","95.68","0.90","0.50","147.50","41.16","18.10","0.70","2.37","32.85","72.50","","","","","","Ethiopia"
"29641","Enset","92.11","6.41","31.34","","4.25","94.59","0.90","0.60","142.50","132.60","23.70","0.70","2.89","38.49","91.68","","","","","","Ethiopia"
"29642","Enset","92.27","13.93","33.48","","4.90","93.92","0.70","2.50","30.27","108.10","24.60","1.00","4.81","28.91","4.57","","","","","","Ethiopia"
"29644","Enset","91.38","15.17","75.32","","3.16","91.84","1.00","3.10","42.91","155.50","34.90","0.80","2.92","61.05","6.15","","","","","","Ethiopia"
"28041","Potato haulms","90.84","","","","17.33","83.07","2.90","","","","54.10","","","","","","","","","","Ethiopia"
"28042","Potato haulms","91.46","","","","16.18","84.48","2.20","","","","50.10","","","","","","","","","","Ethiopia"
"28043","Potato haulms","90.99","","","","16.87","87.09","2.50","","","","40.80","","","","","","","","","","Ethiopia"
"28044","Potato haulms","90.35","","","","9.10","89.74","1.90","","","","30.40","","","","","","","","","","Ethiopia"
"28045","Potato haulms","91.06","","","","18.12","85.67","2.90","","","","42.90","","","","","","","","","","Ethiopia"
"28046","Potato haulms","91.08","","","","13.43","87.81","2.30","","","","37.60","","","","","","","","","","Ethiopia"
"28047","Potato haulms","91.17","","","","12.47","83.88","2.20","","","","51.10","","","","","","","","","","Ethiopia"
"28048","Potato haulms","90.07","","","","10.66","89.50","1.30","","","","30.20","","","","","","","","","","Ethiopia"
"28049","Potato haulms","90.67","","","","19.62","84.90","2.10","","","","44.10","","","","","","","","","","Ethiopia"
"28050","Potato haulms","90.67","","","","16.92","84.90","2.00","","","","41.00","","","","","","","","","","Ethiopia"
"28051","Potato haulms","90.55","","","","14.57","85.84","2.50","","","","44.60","","","","","","","","","","Ethiopia"
"28052","Potato haulms","90.63","","","","17.77","86.85","1.80","","","","32.10","","","","","","","","","","Ethiopia"
"28053","Potato haulms","90.72","","","","13.44","89.28","1.30","","","","35.50","","","","","","","","","","Ethiopia"
"28054","Potato haulms","91.24","","","","13.94","87.63","1.40","","","","38.90","","","","","","","","","","Ethiopia"
"28055","Potato haulms","91.10","","","","16.45","86.36","2.20","","","","44.60","","","","","","","","","","Ethiopia"
"28056","Potato haulms","90.79","","","","15.25","87.67","1.60","","","","39.10","","","","","","","","","","Ethiopia"
"28057","Potato haulms","90.37","","","","13.39","90.04","1.40","","","","32.20","","","","","","","","","","Ethiopia"
"28058","Potato haulms","90.82","","","","18.25","86.54","1.90","","","","42.80","","","","","","","","","","Ethiopia"
"28059","Potato haulms","91.20","","","","17.42","86.63","1.80","","","","38.20","","","","","","","","","","Ethiopia"
"28060","Potato haulms","90.93","","","","14.23","87.10","1.80","","","","41.60","","","","","","","","","","Ethiopia"
"28061","Potato haulms","91.00","","","","18.50","86.28","1.80","","","","35.00","","","","","","","","","","Ethiopia"
"28062","Potato haulms","90.95","","","","9.04","89.63","0.90","","","","31.70","","","","","","","","","","Ethiopia"
"28063","Potato haulms","90.57","","","","12.37","90.00","1.20","","","","25.40","","","","","","","","","","Ethiopia"
"28064","Potato haulms","90.63","","","","14.02","88.53","1.40","","","","29.60","","","","","","","","","","Ethiopia"
"28065","Potato haulms","90.22","","","","14.06","85.51","2.50","","","","34.00","","","","","","","","","","Ethiopia"
"28066","Potato haulms","90.60","","","","15.74","87.48","1.10","","","","33.70","","","","","","","","","","Ethiopia"
"28067","Potato haulms","91.07","","","","12.20","87.74","1.50","","","","35.10","","","","","","","","","","Ethiopia"
"28068","Potato haulms","91.25","","","","20.90","85.25","1.80","","","","36.10","","","","","","","","","","Ethiopia"
"28069","Potato haulms","91.06","","","","13.38","89.74","0.90","","","","23.10","","","","","","","","","","Ethiopia"
"28070","Potato haulms","90.26","","","","11.91","85.47","1.30","","","","30.80","","","","","","","","","","Ethiopia"
"28071","Potato haulms","91.10","","","","11.02","88.78","1.20","","","","28.60","","","","","","","","","","Ethiopia"
"28072","Potato haulms","90.62","","","","13.01","88.37","1.50","","","","30.80","","","","","","","","","","Ethiopia"
"28073","Potato haulms","90.50","","","","11.26","89.04","1.30","","","","30.30","","","","","","","","","","Ethiopia"
"28074","Potato haulms","90.47","","","","13.38","88.33","2.00","","","","35.00","","","","","","","","","","Ethiopia"
"28075","Potato haulms","91.49","","","","15.63","87.15","1.70","","","","40.40","","","","","","","","","","Ethiopia"
"28076","Potato haulms","90.85","","","","9.41","90.51","0.90","","","","29.30","","","","","","","","","","Ethiopia"
"28077","Potato haulms","91.02","","","","14.95","85.42","1.80","","","","39.50","","","","","","","","","","Ethiopia"
"28078","Potato tuber","88.20","","","","7.37","93.99","1.50","","","","25.00","","","","","","","","","","Ethiopia"
"28079","Potato tuber","89.06","","","","8.75","93.42","2.40","","","","27.50","","","","","","","","","","Ethiopia"
"28080","Potato tuber","90.18","","","","8.44","93.71","2.40","","","","26.50","","","","","","","","","","Ethiopia"
"28081","Potato tuber","88.94","","","","6.07","94.13","1.80","","","","23.50","","","","","","","","","","Ethiopia"
"28082","Potato tuber","88.40","","","","7.57","93.63","2.40","","","","26.70","","","","","","","","","","Ethiopia"
"28083","Potato tuber","87.94","","","","6.58","94.55","2.20","","","","21.30","","","","","","","","","","Ethiopia"
"28084","Potato tuber","88.64","","","","6.98","93.63","2.20","","","","26.50","","","","","","","","","","Ethiopia"
"28085","Potato tuber","89.58","","","","8.46","93.38","2.50","","","","25.90","","","","","","","","","","Ethiopia"
"28086","Potato tuber","88.49","","","","7.80","94.41","2.60","","","","23.40","","","","","","","","","","Ethiopia"
"28087","Potato tuber","89.00","","","","7.72","93.53","2.90","","","","26.10","","","","","","","","","","Ethiopia"
"28088","Potato tuber","87.83","","","","6.49","94.48","2.90","","","","21.30","","","","","","","","","","Ethiopia"
"28089","Potato tuber","88.00","","","","6.88","94.86","2.90","","","","22.00","","","","","","","","","","Ethiopia"
"28090","Potato tuber","89.04","","","","7.61","94.10","3.10","","","","24.90","","","","","","","","","","Ethiopia"
"28091","Potato tuber","88.29","","","","5.54","94.72","3.10","","","","24.30","","","","","","","","","","Ethiopia"
"28092","Potato tuber","88.93","","","","6.10","94.88","3.30","","","","23.60","","","","","","","","","","Ethiopia"
"28093","Potato tuber","90.29","","","","6.69","93.97","3.60","","","","27.00","","","","","","","","","","Ethiopia"
"28094","Potato tuber","87.63","","","","6.59","94.30","3.20","","","","26.90","","","","","","","","","","Ethiopia"
"28095","Potato tuber","90.23","","","","9.23","93.75","4.00","","","","28.40","","","","","","","","","","Ethiopia"
"28096","Potato tuber","89.54","","","","8.44","93.65","3.40","","","","28.30","","","","","","","","","","Ethiopia"
"28097","Potato tuber","90.13","","","","8.59","93.70","3.10","","","","28.10","","","","","","","","","","Ethiopia"
"28098","Potato tuber","88.49","","","","6.35","94.67","2.30","","","","24.70","","","","","","","","","","Ethiopia"
"28099","Potato tuber","90.35","","","","8.76","94.25","2.10","","","","26.10","","","","","","","","","","Ethiopia"
"28100","Potato tuber","87.92","","","","8.60","94.45","1.80","","","","24.60","","","","","","","","","","Ethiopia"
"28101","Potato tuber","88.61","","","","6.75","94.34","2.20","","","","26.00","","","","","","","","","","Ethiopia"
"28102","Potato tuber","90.23","","","","8.52","93.55","2.20","","","","27.30","","","","","","","","","","Ethiopia"
"28103","Potato tuber","88.59","","","","4.96","94.81","2.20","","","","24.10","","","","","","","","","","Ethiopia"
"28104","Potato tuber","89.09","","","","7.27","94.03","2.40","","","","27.90","","","","","","","","","","Ethiopia"
"28105","Potato tuber","88.79","","","","7.21","93.77","2.00","","","","25.80","","","","","","","","","","Ethiopia"
"28106","Potato tuber","88.55","","","","6.42","94.23","2.20","","","","25.90","","","","","","","","","","Ethiopia"
"28107","Potato tuber","90.44","","","","6.86","94.51","2.80","","","","26.80","","","","","","","","","","Ethiopia"
"28108","Potato tuber","89.12","","","","7.82","94.47","1.90","","","","25.70","","","","","","","","","","Ethiopia"
"28109","Potato tuber","89.07","","","","6.96","94.90","1.90","","","","20.90","","","","","","","","","","Ethiopia"
"28110","Potato tuber","89.53","","","","7.59","94.13","2.10","","","","23.50","","","","","","","","","","Ethiopia"
"28111","Potato tuber","88.85","","","","6.85","94.39","2.30","","","","23.20","","","","","","","","","","Ethiopia"
"28112","Potato tuber","88.14","","","","7.34","94.04","2.60","","","","26.30","","","","","","","","","","Ethiopia"
"28113","Potato tuber","88.78","","","","6.98","93.92","3.30","","","","25.00","","","","","","","","","","Ethiopia"
"28114","Potato tuber","88.90","","","","7.65","94.10","2.20","","","","27.40","","","","","","","","","","Ethiopia"
"28115","Potato tuber","89.02","","","","5.96","94.20","2.70","","","","27.60","","","","","","","","","","Ethiopia"
"28116","Potato tuber","88.75","","","","6.70","94.46","2.00","","","","25.80","","","","","","","","","","Ethiopia"
"28117","Potato tuber","88.68","","","","4.93","95.08","2.20","","","","23.20","","","","","","","","","","Ethiopia"
"28118","Potato tuber","88.72","","","","8.20","94.22","1.80","","","","27.00","","","","","","","","","","Ethiopia"
"28119","Potato tuber","90.27","","","","7.16","93.60","2.60","","","","29.10","","","","","","","","","","Ethiopia"
"28120","Potato tuber","88.29","","","","6.40","93.90","2.70","","","","28.10","","","","","","","","","","Ethiopia"
"28121","Potato tuber","89.30","","","","6.34","94.03","2.30","","","","28.10","","","","","","","","","","Ethiopia"
"28122","Potato tuber","88.39","","","","5.96","94.16","2.70","","","","25.60","","","","","","","","","","Ethiopia"
"28123","Potato tuber","88.45","","","","4.71","94.89","2.10","","","","20.50","","","","","","","","","","Ethiopia"
"28124","Potato tuber","88.35","","","","6.54","94.56","2.00","","","","25.90","","","","","","","","","","Ethiopia"
"28125","Potato tuber","88.61","","","","6.43","93.68","2.50","","","","28.10","","","","","","","","","","Ethiopia"
"28030","Potato haulms","90.73","","","","20.93","85.04","2.00","","","","47.70","","","","","","","","","","Ethiopia"
"28031","Potato haulms","90.70","","","","11.40","84.02","1.40","","","","49.60","","","","","","","","","","Ethiopia"
"28032","Potato haulms","91.10","","","","10.63","87.06","1.20","","","","41.50","","","","","","","","","","Ethiopia"
"28033","Potato haulms","90.72","","","","9.21","86.31","1.20","","","","39.70","","","","","","","","","","Ethiopia"
"28034","Potato haulms","90.74","","","","8.44","88.63","1.00","","","","33.00","","","","","","","","","","Ethiopia"
"28035","Potato haulms","91.05","","","","10.50","85.36","1.20","","","","45.30","","","","","","","","","","Ethiopia"
"28036","Potato haulms","91.13","","","","14.36","87.30","1.20","","","","38.90","","","","","","","","","","Ethiopia"
"28037","Potato haulms","90.64","","","","12.85","86.25","1.40","","","","43.80","","","","","","","","","","Ethiopia"
"28038","Potato haulms","90.57","","","","13.73","87.27","1.20","","","","39.30","","","","","","","","","","Ethiopia"
"28039","Potato haulms","90.72","","","","12.72","86.08","1.90","","","","44.40","","","","","","","","","","Ethiopia"
"28040","Potato haulms","90.42","","","","16.27","85.75","1.80","","","","47.10","","","","","","","","","","Ethiopia"
"26190","Enset corm","94.36","11.27","23.08","1.96","2.72","91.64","2.40","1.60","","","29.80","0.60","1.65","33.24","61.70","","","","","","Ethiopia"
"26192","Enset leaf","93.25","36.58","56.18","6.95","12.30","86.16","3.90","11.20","","","41.00","2.70","2.22","193.60","10.79","","","","","","Ethiopia"
"26193","Enset stem","93.83","26.69","41.46","2.89","6.15","86.54","4.10","4.20","","","48.90","1.10","0.87","47.37","8.21","","","","","","Ethiopia"
"26194","Enset","94.69","25.99","50.12","5.05","6.69","88.15","2.90","5.50","","","41.50","1.50","2.19","89.44","41.75","","","","","","Ethiopia"
"14413","Potato tuber","89.25","","","","5.87","95.57","3.20","","","","19.90","","","","","","","","","","Ethiopia"
"14414","Potato tuber","89.07","","","","5.87","96.49","2.60","","","","17.10","","","","","","","","","","Ethiopia"
"14415","Potato tuber","87.99","","","","5.96","96.52","2.70","","","","15.80","","","","","","","","","","Ethiopia"
"14416","Potato tuber","88.90","","","","5.86","96.13","2.90","","","","16.90","","","","","","","","","","Ethiopia"
"14417","Potato tuber","89.10","","","","7.01","96.04","2.70","","","","16.40","","","","","","","","","","Ethiopia"
"14418","Potato tuber","88.91","","","","6.92","96.31","2.60","","","","15.80","","","","","","","","","","Ethiopia"
"14419","Potato tuber","87.69","","","","7.96","96.23","2.70","","","","14.80","","","","","","","","","","Ethiopia"
"14420","Potato tuber","89.36","","","","7.37","96.48","2.90","","","","14.60","","","","","","","","","","Ethiopia"
"14421","Potato tuber","89.01","","","","8.53","95.65","3.10","","","","18.00","","","","","","","","","","Ethiopia"
"14422","Potato tuber","89.27","","","","10.54","94.52","3.20","","","","16.70","","","","","","","","","","Ethiopia"
"14423","Potato tuber","90.05","","","","13.06","94.89","4.30","","","","17.40","","","","","","","","","","Ethiopia"
"14424","Potato tuber","89.17","","","","10.70","96.52","3.80","","","","13.90","","","","","","","","","","Ethiopia"
"14425","Potato tuber","89.99","","","","10.21","96.38","3.80","","","","13.80","","","","","","","","","","Ethiopia"
"14426","Potato tuber","89.10","","","","9.01","96.70","3.60","","","","12.90","","","","","","","","","","Ethiopia"
"14427","Potato tuber","88.97","","","","9.69","96.12","3.80","","","","14.80","","","","","","","","","","Ethiopia"
"14428","Potato tuber","88.91","","","","8.52","96.70","3.40","","","","11.60","","","","","","","","","","Ethiopia"
"14429","Potato tuber","90.31","","","","11.05","95.89","4.10","","","","14.70","","","","","","","","","","Ethiopia"
"14430","Potato tuber","89.45","","","","11.04","95.63","3.90","","","","16.10","","","","","","","","","","Ethiopia"
"14431","Potato tuber","89.67","","","","10.49","95.64","4.00","","","","16.60","","","","","","","","","","Ethiopia"
"14432","Potato tuber","88.29","","","","7.35","95.54","3.70","","","","17.10","","","","","","","","","","Ethiopia"
"14433","Potato tuber","89.71","","","","8.06","96.48","3.30","","","","12.90","","","","","","","","","","Ethiopia"
"14434","Potato tuber","89.66","","","","6.63","95.53","3.70","","","","15.70","","","","","","","","","","Ethiopia"
"14435","Potato tuber","88.73","","","","5.26","95.83","3.70","","","","14.80","","","","","","","","","","Ethiopia"
"14436","Potato tuber","89.54","","","","6.76","95.63","3.90","","","","14.80","","","","","","","","","","Ethiopia"
"14437","Potato tuber","89.31","","","","5.88","95.31","3.90","","","","17.40","","","","","","","","","","Ethiopia"
"14438","Potato tuber","88.67","","","","7.86","95.97","3.60","","","","15.10","","","","","","","","","","Ethiopia"
"14439","Potato tuber","88.66","","","","11.06","96.42","3.10","","","","15.00","","","","","","","","","","Ethiopia"
"14440","Potato tuber","88.14","","","","8.19","95.86","3.60","","","","17.00","","","","","","","","","","Ethiopia"
"14441","Potato tuber","89.14","","","","9.01","95.62","3.70","","","","17.20","","","","","","","","","","Ethiopia"
"14442","Potato tuber","88.85","","","","10.90","96.48","3.10","","","","13.70","","","","","","","","","","Ethiopia"
"14443","Potato tuber","89.08","","","","9.92","96.12","3.00","","","","16.30","","","","","","","","","","Ethiopia"
"14444","Potato tuber","88.20","","","","9.64","96.21","4.00","","","","14.60","","","","","","","","","","Ethiopia"
"14445","Potato tuber","89.02","","","","10.72","96.06","2.90","","","","16.00","","","","","","","","","","Ethiopia"
"14446","Potato tuber","88.29","","","","8.55","95.76","2.90","","","","17.20","","","","","","","","","","Ethiopia"
"14447","Potato tuber","88.59","","","","8.74","96.20","3.00","","","","14.40","","","","","","","","","","Ethiopia"
"14448","Potato tuber","87.92","","","","11.43","96.87","3.90","","","","15.70","","","","","","","","","","Ethiopia"
"14449","Potato tuber","87.49","","","","9.24","96.86","3.20","","","","14.00","","","","","","","","","","Ethiopia"
"14450","Potato tuber","88.08","","","","11.30","96.88","4.10","","","","13.80","","","","","","","","","","Ethiopia"
"14451","Potato tuber","88.37","","","","10.08","96.47","3.10","","","","16.30","","","","","","","","","","Ethiopia"
"14452","Potato tuber","89.02","","","","10.66","96.38","3.10","","","","15.40","","","","","","","","","","Ethiopia"
"14453","Potato tuber","89.91","","","","8.48","95.13","2.30","","","","15.10","","","","","","","","","","Ethiopia"
"14454","Potato tuber","90.11","","","","8.78","94.84","3.00","","","","23.50","","","","","","","","","","Ethiopia"
"14455","Potato tuber","89.03","","","","7.71","94.74","2.80","","","","23.30","","","","","","","","","","Ethiopia"
"14456","Potato tuber","88.79","","","","9.15","95.12","2.60","","","","22.50","","","","","","","","","","Ethiopia"
"14457","Potato tuber","90.26","","","","9.99","94.64","2.70","","","","23.30","","","","","","","","","","Ethiopia"
"14458","Potato tuber","90.22","","","","8.61","94.77","2.60","","","","23.50","","","","","","","","","","Ethiopia"
"14459","Potato tuber","90.08","","","","9.98","95.11","2.80","","","","22.60","","","","","","","","","","Ethiopia"
"14460","Potato tuber","89.23","","","","9.36","94.81","2.90","","","","24.50","","","","","","","","","","Ethiopia"
"14461","Potato tuber","90.34","","","","11.28","94.70","2.80","","","","22.60","","","","","","","","","","Ethiopia"
"14462","Potato tuber","89.91","","","","9.18","94.96","2.60","","","","21.30","","","","","","","","","","Ethiopia"
"14463","Potato tuber","89.88","","","","9.52","94.67","2.70","","","","22.50","","","","","","","","","","Ethiopia"
"14464","Potato tuber","89.56","","","","9.49","94.63","2.80","","","","22.90","","","","","","","","","","Ethiopia"
"14465","Potato tuber","90.26","","","","10.01","93.46","2.40","","","","23.80","","","","","","","","","","Ethiopia"
"14466","Potato tuber","88.94","","","","9.86","93.58","2.60","","","","23.20","","","","","","","","","","Ethiopia"
"14467","Potato tuber","89.43","","","","10.99","93.95","2.80","","","","23.60","","","","","","","","","","Ethiopia"
"14468","Potato tuber","88.98","","","","8.71","93.96","2.60","","","","23.10","","","","","","","","","","Ethiopia"
"14469","Potato tuber","89.91","","","","11.42","93.79","2.50","","","","24.50","","","","","","","","","","Ethiopia"
"14470","Potato tuber","89.23","","","","9.77","93.99","2.60","","","","24.00","","","","","","","","","","Ethiopia"
"14471","Potato tuber","89.72","","","","12.22","93.71","2.90","","","","24.30","","","","","","","","","","Ethiopia"
"14472","Potato tuber","89.59","","","","12.55","94.62","2.90","","","","18.00","","","","","","","","","","Ethiopia"
"14473","Potato tuber","90.44","","","","8.96","94.56","2.70","","","","21.90","","","","","","","","","","Ethiopia"
"14474","Potato tuber","89.83","","","","9.38","94.03","3.40","","","","24.70","","","","","","","","","","Ethiopia"
"14475","Potato tuber","90.12","","","","8.56","94.15","2.90","","","","22.70","","","","","","","","","","Ethiopia"
"14476","Potato tuber","89.88","","","","8.44","94.87","2.90","","","","24.10","","","","","","","","","","Ethiopia"
"14477","Potato tuber","90.36","","","","9.34","95.09","2.30","","","","22.90","","","","","","","","","","Ethiopia"
"14478","Potato tuber","89.49","","","","10.30","94.69","2.80","","","","28.70","","","","","","","","","","Ethiopia"
"14479","Potato tuber","90.66","","","","9.70","94.81","2.80","","","","25.60","","","","","","","","","","Ethiopia"
"14480","Potato tuber","89.18","","","","8.89","95.15","2.80","","","","24.30","","","","","","","","","","Ethiopia"
"14481","Potato tuber","89.64","","","","8.03","95.53","2.20","","","","23.00","","","","","","","","","","Ethiopia"
"14482","Potato tuber","89.53","","","","9.85","95.06","2.40","","","","23.10","","","","","","","","","","Ethiopia"
"14483","Potato tuber","89.78","","","","10.83","94.66","2.70","","","","24.60","","","","","","","","","","Ethiopia"
"14484","Potato tuber","88.66","","","","9.97","94.82","3.00","","","","25.10","","","","","","","","","","Ethiopia"
"14485","Potato tuber","89.78","","","","9.65","95.44","2.40","","","","22.20","","","","","","","","","","Ethiopia"
"14486","Potato tuber","89.83","","","","10.60","94.94","2.10","","","","23.90","","","","","","","","","","Ethiopia"
"14487","Potato tuber","89.07","","","","11.24","94.73","2.80","","","","24.30","","","","","","","","","","Ethiopia"
"14488","Potato tuber","90.76","","","","9.52","94.87","2.70","","","","22.70","","","","","","","","","","Ethiopia"
"14489","Potato tuber","90.30","","","","12.57","94.27","2.60","","","","23.90","","","","","","","","","","Ethiopia"
"14490","Potato tuber","90.79","","","","13.33","94.56","2.60","","","","24.20","","","","","","","","","","Ethiopia"
"14491","Potato tuber","89.34","","","","10.54","94.86","2.60","","","","22.40","","","","","","","","","","Ethiopia"
"14492","Potato tuber","89.91","","","","12.57","94.81","2.80","","","","22.20","","","","","","","","","","Ethiopia"
"8740","Enset","85.41","","","","4.38","97.11","0.90","","","","6.90","","","","","","","","","","Ethiopia"
"8741","Potato tuber","85.42","","","","7.69","93.41","2.00","","","","18.00","","","","","","","","","","Ethiopia"
"8738","Potato leaf","84.77","","","","22.81","86.04","3.30","","","","42.10","","","","","","","","","","Ethiopia"
"8739","Enset leaf","89.45","","","","15.75","86.06","3.30","","","","52.10","","","","","","","","","","Ethiopia"
"4980","Enset leaf","90.73","","","","17.76","86.00","","","","","","","","","","","","","","","Ethiopia"
"4981","Enset leaf","90.72","","","","19.96","87.38","","","","","","","","","","","","","","","Ethiopia"
"4982","Enset leaf","90.68","","","","19.72","87.84","","","","","","","","","","","","","","","Ethiopia"
"4983","Enset leaf","90.83","","","","22.63","85.06","","","","","","","","","","","","","","","Ethiopia"
"4984","Enset leaf","90.63","","","","19.16","83.93","","","","","","","","","","","","","","","Ethiopia"
"1673","Potato peel","87.56","","88.47","","","94.91","1.60","0.70","","","","","","","","","","","","","Ethiopia"
"109904","Sweet potato","91.51","19.45","21.32","","7.56","89.23","0.80","13.70","49.72","749.86","24.20","3.50","9.73","285.21","26.12","74.43","10.75","6.95","4.39","6.74","Nigeria"
"109914","Sweet potato","92.20","44.34","52.03","","4.75","90.20","2.80","7.70","77.44","430.48","31.30","3.50","20.17","74.30","14.53","56.29","8.41","4.85","2.51","5.10","Nigeria"
"108304","Sweet potato vines","91.55","18.69","19.58","6.83","20.63","","3.60","4.80","112.73","1542.98","15.00","5.20","9.83","77.66","20.43","72.79","10.63","6.86","4.31","6.65","Gambia"
"109436","Sweet potato vines","90.13","","","","","89.86","","20.60","106.44","827.39","18.10","4.30","10.64","399.23","54.10","","","","","","Ethiopia"
"109933","Sweet potato vines","91.00","27.87","35.63","","13.69","90.61","2.20","10.10","98.80","280.90","22.60","5.30","17.30","95.50","14.00","72.74","10.67","6.90","4.35","6.74","Nigeria"
"111609","Sweet potato vines","90.43","33.66","43.82","12.91","18.50","85.29","2.10","8.80","455.71","562.42","39.30","6.00","24.77","357.29","23.11","90.43","12.26","8.28","5.56","7.82","Ethiopia"
"111610","Sweet potato vines","90.47","33.90","42.36","14.94","13.25","85.33","2.30","7.60","209.13","485.35","20.30","6.00","19.90","255.44","25.64","","","","","","Ethiopia"
"106660","Ipomoea eriocarpa vines","91.09","36.14","45.52","8.39","15.81","89.03","3.80","","","","","3.70","14.38","","52.70","","","","","","Cote d'Ivoire"
"106661","Ipomoea eriocarpa vines","91.22","36.36","46.60","8.68","15.44","89.42","3.20","","","","","3.90","16.33","","52.07","","","","","","Cote d'Ivoire"
"106572","Ipomoea heterotricha vines","90.61","","51.59","","9.88","93.45","0.80","","","","","","","","","","","","","","Gambia"
"103049","Enset","91.25","36.55","65.70","6.04","14.75","89.30","2.00","5.90","","","","2.60","","","","","","","","","Ethiopia"
"103050","Enset","91.93","39.15","66.04","8.97","12.31","84.47","1.90","11.90","","","","4.10","","","","","","","","","Ethiopia"
"103051","Enset","92.60","39.44","63.22","8.13","13.25","82.11","2.20","8.00","","","","2.50","","","","","","","","","Ethiopia"
"103052","Enset","93.01","40.29","62.90","7.03","10.44","83.50","1.60","13.40","","","","4.00","","","","","","","","","Ethiopia"
"103053","Enset","90.16","39.87","64.57","5.57","12.94","84.50","1.70","10.10","","","","3.70","","","","","","","","","Ethiopia"
"103054","Enset","90.24","39.90","70.88","7.99","11.50","84.74","2.20","10.60","","","","3.40","","","","","","","","","Ethiopia"
"103055","Enset","90.96","37.59","61.04","7.92","14.94","81.80","2.50","13.10","","","","2.70","","","","","","","","","Ethiopia"
"103056","Enset","89.67","42.68","65.32","11.36","18.13","84.22","2.00","11.50","","","","3.00","","","","","","","","","Ethiopia"
"103057","Enset","91.56","42.75","66.93","9.78","15.69","84.73","1.70","8.40","","","","2.50","","","","","","","","","Ethiopia"
"103058","Enset","89.64","36.65","60.79","8.58","20.69","80.75","2.20","16.70","","","","1.80","","","","","","","","","Ethiopia"
"103059","Enset","91.81","34.46","57.05","7.64","15.06","79.25","2.50","9.80","","","","3.00","","","","","","","","","Ethiopia"
"103060","Enset","91.43","38.16","60.21","8.36","16.13","79.74","1.40","10.00","","","","1.90","","","","","","","","","Ethiopia"
"103061","Enset","92.30","40.86","63.27","9.08","12.56","81.18","1.80","7.40","","","","1.30","","","","","","","","","Ethiopia"
"103062","Enset","91.75","43.40","66.68","9.44","13.19","83.52","1.50","8.60","","","","1.70","","","","","","","","","Ethiopia"
"103063","Enset","92.57","39.16","62.46","6.89","16.56","83.90","2.30","11.80","","","","2.10","","","","","","","","","Ethiopia"
"103064","Enset","93.05","36.28","61.42","7.78","14.56","80.41","2.00","12.40","","","","1.80","","","","","","","","","Ethiopia"
"103065","Enset","90.03","37.81","62.07","7.14","15.06","84.63","2.10","12.90","","","","1.40","","","","","","","","","Ethiopia"
"103066","Enset","92.66","37.58","61.46","7.62","14.69","81.88","2.30","8.50","","","","2.60","","","","","","","","","Ethiopia"
"103067","Enset","91.81","38.00","61.46","8.25","14.44","81.35","1.80","10.90","","","","3.30","","","","","","","","","Ethiopia"
"103068","Enset","93.33","37.96","60.13","8.08","14.06","79.74","2.00","9.20","","","","2.60","","","","","","","","","Ethiopia"
"103069","Enset","93.28","37.60","65.22","9.22","12.75","84.31","1.60","10.80","","","","2.10","","","","","","","","","Ethiopia"
"103070","Enset","91.49","40.73","65.81","9.14","14.19","84.36","1.70","6.30","","","","2.50","","","","","","","","","Ethiopia"
"103071","Enset","90.32","39.46","62.27","5.19","13.94","84.60","1.90","8.90","","","","2.80","","","","","","","","","Ethiopia"
"103072","Enset","92.13","41.30","67.59","8.88","12.69","83.38","2.70","3.70","","","","3.30","","","","","","","","","Ethiopia"
